,Runtime,Precision,Recall,Constraint
0,337.28,0.6666666666666667,1.0,"ExistsFormula(BoundVariable(""elem_xy"", ""<html>""), Constant(""start"", ""<start>""), PredicateFormula((""StructuralPredicate(name='inside', arity=2, eval_fun=<function in_tree at 0x7f68810809d0>)"", 'BoundVariable(""elem_xy"", ""<html>""), Constant(""start"", ""<start>"")')))"
1,2711.09,0.9069767441860466,1.0,"ExistsFormula(BoundVariable(""elem_xy"", ""<RPAR>""), Constant(""start"", ""<start>""), PredicateFormula((""StructuralPredicate(name='inside', arity=2, eval_fun=<function in_tree at 0x7f68810809d0>)"", 'BoundVariable(""elem_xy"", ""<RPAR>""), Constant(""start"", ""<start>"")')))"
