,Runtime,Precision,Recall,Constraint
0,193.16,0.8947368421052632,1.0,"∃ elem_xy ∈ start: (inside(elem_xy, start))"
1,120.9,0.7142857142857143,1.0,"∃ elem_xy ∈ start: (inside(elem_xy, start))"
