,Runtime,Precision,Recall,Constraint
0,126.094,1.0,1.0,"(∃ elem_xy ∈ start: (inside(elem_xy, start)) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
1,142.822,1.0,1.0,"(∃ container ∈ start: (∃ length_field ∈ start: (Length(container) <= StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
