,Attempt,Runtime,Precision,Recall,Line,Constraint,Readable_Constraint
0,1,6.939,-1,-1,32,,
1,2,5.43,-1,-1,32,,
2,3,5.262,-1,-1,32,,
3,4,5.8,-1,-1,32,,
4,5,5.34,-1,-1,32,,
5,6,4.19,-1,-1,32,,
6,7,7.573,-1,-1,32,,
7,8,6.177,-1,-1,32,,
8,9,5.659,-1,-1,32,,
9,10,5.53,-1,-1,32,,
